0.01 0.009963869 0.01006109 0.01003534 0.01002127
0.01000264 0.010098 0.009979921 0.01002759 0.009976111
0.01000851 0.01018823 0.01020037 0.0102601 0.01032701
0.01024688 0.01035451 0.01023298 0.01033796 0.01024286
0.01014385 0.01022519 0.01014682 0.01009155 0.01000935
0.009820861 0.009678541 0.00976387 0.009773225 0.009991142
0.01013025 0.01017375 0.01022136 0.01010853 0.01019088
0.01011547 0.0100289 0.009949543 0.009918055 0.009893872
0.009888838 0.009773682 0.009736447 0.009678302 0.00966926
0.009617789 0.009414915 0.009310992 0.009372613 0.009365243
0.009440742 0.00950212 0.009546194 0.009618632 0.009501295
0.009516826 0.009553208 0.009522656 0.009592158 0.009694038
0.009512207 0.009498557 0.009373767 0.009251032 0.009403891
0.009293679 0.009367192 0.009342671 0.009327469 0.009365198
0.009486627 0.009411342 0.009328273 0.00932652 0.009441327
0.00936511 0.009397468 0.009535436 0.009595407 0.009422933
0.009469727 0.009532368 0.009444912 0.009479072 0.009353029
0.009289786 0.009291982 0.009042124 0.009090639 0.009266722
0.009085031 0.009193216 0.009167448 0.009296695 0.009386662
0.009440354 0.009408064 0.009390042 0.009228206 0.009242535
0.009336607
